"","Domain","Phylum","Class","Order","Family","Genus","Species","Trophic.Mode","Guild","Trait","Confidence.Ranking","Notes","Citation.Source","Genus_species"
"ASV884","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","pilosella","Symbiotroph","Endophyte","NULL","Highly Probable","Dark Septate Endophyte, known from plant roots.","Tedersoo L, et al. 2014. Science 346:1256688","Capronia_pilosella"
"ASV887","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","NA","NA","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","NULL","Probable","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
"ASV888","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV890","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV891","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","biglobosus","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Plenodomus_biglobosus"
"ASV892","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","inflatipes","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Phaeoacremonium_inflatipes"
"ASV895","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","rosea","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Clonostachys_rosea"
"ASV897","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Angustimassarina","NA","Pathotroph-Saprotroph","Fungal Parasite-Wood Saprotroph","NULL","Highly Probable","On fungi or dead wood in terrestrial habitats (Thambugala et al. 2015)","Thambugala KM, et al. 2015. Fungal Diversity 74:199-266","Angustimassarina_NA"
"ASV898","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Colacogloea","cycloclastica","Pathotroph","Fungal Parasite","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Colacogloea_cycloclastica"
"ASV899","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","glabrata","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Lecanora_glabrata"
"ASV900","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","NA","Saprotroph","Undefined Saprotroph-Wood Saprotroph","Soft Rot","Probable","NULL","Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688","Rhinocladiella_NA"
"ASV901","Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV902","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV903","Fungi","Ascomycota","Xylonomycetes","Symbiotaphrinales","Symbiotaphrinaceae","Symbiotaphrina","buchneri","Symbiotroph","Animal Endosymbiont","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Symbiotaphrina_buchneri"
"ASV904","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","pilosella","Symbiotroph","Endophyte","NULL","Highly Probable","Dark Septate Endophyte, known from plant roots.","Tedersoo L, et al. 2014. Science 346:1256688","Capronia_pilosella"
"ASV905","Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV906","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Bannozyma","yamatoana","Saprotroph","Soil Saprotroph","NULL","Probable","Isolated from soil (Vishniac & Takashima 2010)","Vishniac HS, Takashima M. 2010. International Journal of Systematic and Evolutionary Microbiology 60:1215-1218","Bannozyma_yamatoana"
"ASV907","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV908","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV909","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","NA","NA","Symbiotroph","Ectomycorrhizal","NULL","Probable","Terrestrial forming mycorrhizas with a wide range of plants including orchids, Ericaceae and liverworts as well as ectomycorrhizas with conifers and angiosperm trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
"ASV910","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Tintelnotia","NA","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","NULL","Probable","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Tintelnotia_NA"
"ASV911","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","NA","NA","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","NULL","Probable","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
"ASV913","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV914","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Hyperphyscia","adglutinata","Symbiotroph","Lichenized","NULL","Highly Probable","Lichenized with green algae, often on nitrogen-rich substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Hyperphyscia_adglutinata"
"ASV915","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Hyperphyscia","adglutinata","Symbiotroph","Lichenized","NULL","Highly Probable","Lichenized with green algae, often on nitrogen-rich substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Hyperphyscia_adglutinata"
"ASV916","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","NULL","Possible","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]","Coniochaeta_NA"
"ASV917","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Porosphaerella","cordanophora","Symbiotroph","Endophyte","NULL","Highly Probable","Host - Convolvulaceae","Costa IPMW, et al. 2012. Mycotaxon 119:26","Porosphaerella_cordanophora"
"ASV918","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Angustimassarina","acerina","Pathotroph-Saprotroph","Fungal Parasite-Wood Saprotroph","NULL","Highly Probable","On fungi or dead wood in terrestrial habitats (Thambugala et al. 2015)","Thambugala KM, et al. 2015. Fungal Diversity 74:199-266","Angustimassarina_acerina"
"ASV919","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","NA","Saprotroph","Wood Saprotroph","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Orbilia_NA"
"ASV920","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","NA","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Phaeoacremonium_NA"
"ASV921","Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV922","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","NA","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","NULL","Possible","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Phaeotremella_NA"
"ASV923","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV924","Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV925","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV926","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","leioplaca","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Pertusaria_leioplaca"
"ASV927","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Parafenestella","mackenziei","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Parafenestella_mackenziei"
"ASV928","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","NULL","Possible","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]","Coniochaeta_NA"
"ASV929","Fungi","Ascomycota","Leotiomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV930","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Hyperphyscia","adglutinata","Symbiotroph","Lichenized","NULL","Highly Probable","Lichenized with green algae, often on nitrogen-rich substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Hyperphyscia_adglutinata"
"ASV931","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV932","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","stellaris","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Physcia_stellaris"
"ASV934","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tympanidaceae","Vexillomyces","verruculosus","-","-","-","-","Unassigned","-","Vexillomyces_verruculosus"
"ASV935","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Lentomitella","NA","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Lentomitella_NA"
"ASV936","Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV937","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Neocucurbitaria_NA"
"ASV938","Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV939","Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV940","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","lignicola","Saprotroph","Wood Saprotroph","Soft Rot","Probable","NULL","Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx","Scytalidium_lignicola"
"ASV941","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Biscogniauxia","nummularia","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Biscogniauxia_nummularia"
"ASV942","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces","stenosporus","Saprotroph","Wood Saprotroph","Brown Rot","Probable","NULL","Worrall JJ, et al. 1997. Mycologia 89:199-219","Dacrymyces_stenosporus"
"ASV943","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium","candicans","Saprotroph","Undefined Saprotroph","White Rot","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Botryobasidium_candicans"
"ASV944","Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV945","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","taiwanensis","-","-","-","-","Unassigned","-","Piskurozyma_taiwanensis"
"ASV946","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Dactylosporaceae","Dactylospora","parasitica","Pathotroph","Lichen Parasite","NULL","Possible","Some species are non-lichenicolous","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Dactylospora_parasitica"
"ASV947","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Zignoella","NA","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Zignoella_NA"
"ASV948","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","NA","NA","Saprotroph","Wood Saprotroph-Undefined Saprotroph","NULL","Probable","Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
"ASV949","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Neocucurbitaria_NA"
"ASV950","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","NULL","Possible","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Vishniacozyma_victoriae"
"ASV951","Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV952","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV953","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","griseum","Pathotroph-Symbiotroph","Ericoid Mycorrhizal","NULL","Probable","NULL","Newsham 2011. New Phytologist 190:783-793 (as DSE)","Oidiodendron_griseum"
"ASV955","Fungi","Ascomycota","Dothideomycetes","Capnodiales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV956","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","NA","NA","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","NULL","Probable","Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
"ASV957","Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV958","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","NULL","Possible","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]","Coniochaeta_NA"
"ASV959","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","brevicompactum","Saprotroph","Undefined Saprotroph","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Penicillium_brevicompactum"
